Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
442909-bong-thong,,,,,,,,,Grey Weave,,S/M,,,MP-442909GYSM,,shopify,26,deny,manual,25.99,,TRUE,TRUE,845830091077.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442909GY_1.jpg,g,,8.95,,,,,,,
442909-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442909GY_2.jpg,2,442909 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450909-posing-strap,450909 Posing Strap,"<p>From the Labyrinth collection by Male Power, the Posing Strap g-string with plush elastic, adjustable sliding contour pouch, and a g-string back. Full rear exposure.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Grey Weave,Size,One Size,,,MP-450909GY1S,,shopify,85,deny,manual,18.99,,TRUE,TRUE,845830091091.0,https://www.magicsilk.com/uploads/wholesale-images/450909GY_1.jpg,1,450909 Posing Strap,FALSE,450909 Posing Strap,"From the Labyrinth collection by Male Power, the Posing Strap g-string with plush elastic, adjustable sliding contour pouch, and a g-string back. Full rear exposure.",Apparel & Accessories > Clothing > Lingerie,,,845830091091.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450909GY_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
450909-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450909GY_2.jpg,2,450909 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
145913-mini-short,145913 Mini Short,"<p>From the Wine Me Up collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine,Size,Large,,,MP-145913BNLG,,shopify,-2,deny,manual,28.99,,TRUE,TRUE,845830092005.0,https://www.magicsilk.com/uploads/wholesale-images/145913BN_1.jpg,1,145913 Mini Short,FALSE,145913 Mini Short,"From the Wine Me Up collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830092005.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145913BN_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145913-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_2.jpg,2,145913 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145913-mini-short,,,,,,,,,Wine,,Medium,,,MP-145913BNMD,,shopify,0,deny,manual,28.99,,TRUE,TRUE,845830091992.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_1.jpg,g,,10.95,,,,,,,
145913-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_2.jpg,2,145913 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145913-mini-short,,,,,,,,,Wine,,Small,,,MP-145913BNSL,,shopify,23,deny,manual,28.99,,TRUE,TRUE,845830091985.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_1.jpg,g,,10.95,,,,,,,
145913-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_2.jpg,2,145913 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145913-mini-short,,,,,,,,,Wine,,X-Large,,,MP-145913BNXL,,shopify,8,deny,manual,28.99,,TRUE,TRUE,845830092012.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_1.jpg,g,,10.95,,,,,,,
145913-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145913BN_2.jpg,2,145913 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
442913-bong-thong,442913 Bong Thong,"<p>From the Wine Me Up collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine,Size,L/XL,,,MP-442913BNLX,,shopify,23,deny,manual,25.99,,TRUE,TRUE,845830092036.0,https://www.magicsilk.com/uploads/wholesale-images/442913BN_1.jpg,1,442913 Bong Thong,FALSE,442913 Bong Thong,"From the Wine Me Up collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830092036.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442913BN_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442913-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442913BN_2.jpg,2,442913 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442913-bong-thong,,,,,,,,,Wine,,S/M,,,MP-442913BNSM,,shopify,14,deny,manual,25.99,,TRUE,TRUE,845830092029.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442913BN_1.jpg,g,,8.95,,,,,,,
442913-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442913BN_2.jpg,2,442913 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450913-posing-strap,450913 Posing Strap,"<p>From the Wine Me Up collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine,Size,One size,,,MP-450913BN1S,,shopify,0,deny,manual,18.99,,TRUE,TRUE,845830092043.0,https://www.magicsilk.com/uploads/wholesale-images/450913BN_1.jpg,1,450913 Posing Strap,FALSE,450913 Posing Strap,"From the Wine Me Up collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.",Apparel & Accessories > Clothing > Lingerie,,,845830092043.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450913BN_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
450913-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450913BN_2.jpg,2,450913 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
114912-tank-top,114912 Tank Top,"<p>From the Work One Out collection by Male Power, the Sleeveless tank top with attached hood, plush elastic trimmed armholes and an attractive hip skimming length.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Large,,,MP-114912BKLG,,shopify,-1,deny,manual,35.99,,TRUE,TRUE,845830091893.0,https://www.magicsilk.com/uploads/wholesale-images/114912BK_1.jpg,1,114912 Tank Top,FALSE,114912 Tank Top,"From the Work One Out collection by Male Power, the Sleeveless tank top with attached hood, plush elastic trimmed armholes and an attractive hip skimming length.",Apparel & Accessories > Clothing > Lingerie,,,845830091893.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/114912BK_1.jpg,g,,14.95,TRUE,,,TRUE,,,active
114912-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_2.jpg,2,114912 Tank Top - Back View,,,,,,,,,,,,,,,,,,,,
114912-tank-top,,,,,,,,,Black,,Medium,,,MP-114912BKMD,,shopify,0,deny,manual,35.99,,TRUE,TRUE,845830091886.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_1.jpg,g,,14.95,,,,,,,
114912-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_2.jpg,2,114912 Tank Top - Back View,,,,,,,,,,,,,,,,,,,,
114912-tank-top,,,,,,,,,Black,,Small,,,MP-114912BKSL,,shopify,0,deny,manual,35.99,,TRUE,TRUE,845830091879.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_1.jpg,g,,14.95,,,,,,,
114912-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_2.jpg,2,114912 Tank Top - Back View,,,,,,,,,,,,,,,,,,,,
114912-tank-top,,,,,,,,,Black,,X-Large,,,MP-114912BKXL,,shopify,0,deny,manual,35.99,,TRUE,TRUE,845830091909.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_1.jpg,g,,14.95,,,,,,,
114912-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/114912BK_2.jpg,2,114912 Tank Top - Back View,,,,,,,,,,,,,,,,,,,,
145912-mini-short,145912 Mini Short,"<p>From the Work One Out collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Large,,,MP-145912BKLG,,shopify,51,deny,manual,28.99,,TRUE,TRUE,845830091930.0,https://www.magicsilk.com/uploads/wholesale-images/145912BK_1.jpg,1,145912 Mini Short,FALSE,145912 Mini Short,"From the Work One Out collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830091930.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145912BK_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145912-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_2.jpg,2,145912 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145912-mini-short,,,,,,,,,Black,,Medium,,,MP-145912BKMD,,shopify,50,deny,manual,28.99,,TRUE,TRUE,845830091923.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_1.jpg,g,,10.95,,,,,,,
145912-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_2.jpg,2,145912 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145912-mini-short,,,,,,,,,Black,,Small,,,MP-145912BKSL,,shopify,72,deny,manual,28.99,,TRUE,TRUE,845830091916.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_1.jpg,g,,10.95,,,,,,,
145912-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_2.jpg,2,145912 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145912-mini-short,,,,,,,,,Black,,X-Large,,,MP-145912BKXL,,shopify,60,deny,manual,28.99,,TRUE,TRUE,845830091947.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_1.jpg,g,,10.95,,,,,,,
145912-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145912BK_2.jpg,2,145912 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
442912-bong-thong,442912 Bong Thong,"<p>From the Work One Out collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,L/XL,,,MP-442912BKLX,,shopify,89,deny,manual,25.99,,TRUE,TRUE,845830091961.0,https://www.magicsilk.com/uploads/wholesale-images/442912BK_1.jpg,1,442912 Bong Thong,FALSE,442912 Bong Thong,"From the Work One Out collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830091961.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442912BK_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442912-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442912BK_2.jpg,2,442912 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442912-bong-thong,,,,,,,,,Black,,S/M,,,MP-442912BKSM,,shopify,79,deny,manual,25.99,,TRUE,TRUE,845830091954.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442912BK_1.jpg,g,,8.95,,,,,,,
442912-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442912BK_2.jpg,2,442912 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450912-posing-strap,450912 Posing Strap,"<p>From the Work One Out collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,One size,,,MP-450912BK1S,,shopify,-4,deny,manual,18.99,,TRUE,TRUE,845830091978.0,https://www.magicsilk.com/uploads/wholesale-images/450912BK_1.jpg,1,450912 Posing Strap,FALSE,450912 Posing Strap,"From the Work One Out collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.",Apparel & Accessories > Clothing > Lingerie,,,845830091978.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450912BK_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
450912-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450912BK_2.jpg,2,450912 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
145911-mini-short,145911 Mini Short,"<p>From the Sting Me Daddy collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple/Black,Size,Large,,,MP-145911PPLG,,shopify,79,deny,manual,28.99,,TRUE,TRUE,845830091824.0,https://www.magicsilk.com/uploads/wholesale-images/145911PP_1.jpg,1,145911 Mini Short,FALSE,145911 Mini Short,"From the Sting Me Daddy collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830091824.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145911PP_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145911-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_2.jpg,2,145911 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145911-mini-short,,,,,,,,,Purple/Black,,Medium,,,MP-145911PPMD,,shopify,88,deny,manual,28.99,,TRUE,TRUE,845830091817.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_1.jpg,g,,10.95,,,,,,,
145911-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_2.jpg,2,145911 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145911-mini-short,,,,,,,,,Purple/Black,,Small,,,MP-145911PPSL,,shopify,90,deny,manual,28.99,,TRUE,TRUE,845830091800.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_1.jpg,g,,10.95,,,,,,,
145911-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_2.jpg,2,145911 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145911-mini-short,,,,,,,,,Purple/Black,,X-Large,,,MP-145911PPXL,,shopify,103,deny,manual,28.99,,TRUE,TRUE,845830091831.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_1.jpg,g,,10.95,,,,,,,
145911-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145911PP_2.jpg,2,145911 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
442911-bong-thong,442911 Bong Thong,"<p>From the Sting Me Daddy collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple/Black,Size,L/XL,,,MP-442911PPLX,,shopify,36,deny,manual,25.99,,TRUE,TRUE,845830091855.0,https://www.magicsilk.com/uploads/wholesale-images/442911PP_1.jpg,1,442911 Bong Thong,FALSE,442911 Bong Thong,"From the Sting Me Daddy collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830091855.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442911PP_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442911-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442911PP_2.jpg,2,442911 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442911-bong-thong,,,,,,,,,Purple/Black,,S/M,,,MP-442911PPSM,,shopify,29,deny,manual,25.99,,TRUE,TRUE,845830091848.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442911PP_1.jpg,g,,8.95,,,,,,,
442911-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442911PP_2.jpg,2,442911 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450911-posing-strap,450911 Posing Strap,"<p>From the Sting Me Daddy collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple/Black,Size,One size,,,MP-450911PP1S,,shopify,55,deny,manual,18.99,,TRUE,TRUE,845830091862.0,https://www.magicsilk.com/uploads/wholesale-images/450911PP_1.jpg,1,450911 Posing Strap,FALSE,450911 Posing Strap,"From the Sting Me Daddy collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.",Apparel & Accessories > Clothing > Lingerie,,,845830091862.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450911PP_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
450911-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450911PP_2.jpg,2,450911 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
145910-mini-short,145910 Mini Short,"<p>From the Zig Zaddy collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine/Black,Size,Large,,,MP-145910WNLG,,shopify,14,deny,manual,28.99,,TRUE,TRUE,845830091732.0,https://www.magicsilk.com/uploads/wholesale-images/145910WN_1.jpg,1,145910 Mini Short,FALSE,145910 Mini Short,"From the Zig Zaddy collection by Male Power, the Mini Short with low cut waist, high cut legs, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830091732.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145910WN_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145910-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_2.jpg,2,145910 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145910-mini-short,,,,,,,,,Wine/Black,,Medium,,,MP-145910WNMD,,shopify,2,deny,manual,28.99,,TRUE,TRUE,845830091725.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_1.jpg,g,,10.95,,,,,,,
145910-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_2.jpg,2,145910 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145910-mini-short,,,,,,,,,Wine/Black,,Small,,,MP-145910WNSL,,shopify,50,deny,manual,28.99,,TRUE,TRUE,845830091718.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_1.jpg,g,,10.95,,,,,,,
145910-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_2.jpg,2,145910 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145910-mini-short,,,,,,,,,Wine/Black,,X-Large,,,MP-145910WNXL,,shopify,16,deny,manual,28.99,,TRUE,TRUE,845830091749.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_1.jpg,g,,10.95,,,,,,,
145910-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145910WN_2.jpg,2,145910 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
352910-strappy-ring-jock,352910 Strappy Ring Jock,"<p>From the Zig Zaddy collection by Male Power, the Strappy ring jock with deluxe elastic back straps, including a yback thong strap, framing the exposed rear. Nickel plated rings and a plush tone on tone embossed waistband.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine/Black,Size,L/XL,,,MP-352910WNLX,,shopify,0,deny,manual,27.99,,TRUE,TRUE,845830091763.0,https://www.magicsilk.com/uploads/wholesale-images/352910WN_1.jpg,1,352910 Strappy Ring Jock,FALSE,352910 Strappy Ring Jock,"From the Zig Zaddy collection by Male Power, the Strappy ring jock with deluxe elastic back straps, including a yback thong strap, framing the exposed rear. Nickel plated rings and a plush tone on tone embossed waistband.",Apparel & Accessories > Clothing > Lingerie,,,845830091763.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/352910WN_1.jpg,g,,9.95,TRUE,,,TRUE,,,active
352910-strappy-ring-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352910WN_2.jpg,2,352910 Strappy Ring Jock - Back View,,,,,,,,,,,,,,,,,,,,
352910-strappy-ring-jock,,,,,,,,,Wine/Black,,S/M,,,MP-352910WNSM,,shopify,0,deny,manual,27.99,,TRUE,TRUE,845830091756.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352910WN_1.jpg,g,,9.95,,,,,,,
352910-strappy-ring-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352910WN_2.jpg,2,352910 Strappy Ring Jock - Back View,,,,,,,,,,,,,,,,,,,,
442910-bong-thong,442910 Bong Thong,"<p>From the Zig Zaddy collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine/Black,Size,L/XL,,,MP-442910WNLX,,shopify,-8,deny,manual,25.99,,TRUE,TRUE,845830091787.0,https://www.magicsilk.com/uploads/wholesale-images/442910WN_1.jpg,1,442910 Bong Thong,FALSE,442910 Bong Thong,"From the Zig Zaddy collection by Male Power, the Classic Bong Thong with one inch sides, t-back, and a contoured comfort pouch.",Apparel & Accessories > Clothing > Lingerie,,,845830091787.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442910WN_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442910-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442910WN_2.jpg,2,442910 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442910-bong-thong,,,,,,,,,Wine/Black,,S/M,,,MP-442910WNSM,,shopify,-8,deny,manual,25.99,,TRUE,TRUE,845830091770.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442910WN_1.jpg,g,,8.95,,,,,,,
442910-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442910WN_2.jpg,2,442910 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450910-posing-strap,450910 Posing Strap,"<p>From the Zig Zaddy collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Wine/Black,Size,One size,,,MP-450910WN1S,,shopify,-2,deny,manual,18.99,,TRUE,TRUE,845830091794.0,https://www.magicsilk.com/uploads/wholesale-images/450910WN_1.jpg,1,450910 Posing Strap,FALSE,450910 Posing Strap,"From the Zig Zaddy collection by Male Power, the Mens' Posing Strap g-string with a sliding adjustable pouch and soft stretch elastic waistband, g-string back.",Apparel & Accessories > Clothing > Lingerie,,,845830091794.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450910WN_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
